"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:19:22.2990145 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\318bbc33-cdfd-42c0-b5e5-57ed92e8935f","NAME NOT FOUND","Length: 528"
"7:19:22.2990986 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"7:19:22.2991718 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3d1d28b1-73f5-5937-3446-0de4df173ff5","NAME NOT FOUND","Length: 528"
"7:19:22.2993080 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication","SUCCESS","Desired Access: Read"
"7:19:22.2993342 PM","notepad.exe","5656","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication","SUCCESS","Query: Basic, Name: Windows.ApplicationModel.Core.CoreApplication"
"7:19:22.2993482 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\ActivationType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2993586 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\Server","NAME NOT FOUND","Length: 144"
"7:19:22.2993673 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\DllPath","SUCCESS","Type: REG_SZ, Length: 80, Data: C:\Windows\System32\twinapi.appcore.dll"
"7:19:22.2993767 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\Threading","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2993866 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\TrustLevel","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2993965 PM","notepad.exe","5656","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2994056 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\CustomAttributes","NAME NOT FOUND","Desired Access: Read"
"7:19:22.2994204 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\RemoteServer","NAME NOT FOUND","Length: 144"
"7:19:22.2994290 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\ActivateAsUser","NAME NOT FOUND","Length: 16"
"7:19:22.2994406 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\ActivateInSharedBroker","NAME NOT FOUND","Length: 16"
"7:19:22.2994494 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\ActivateInBrokerForMediumILContainer","NAME NOT FOUND","Length: 16"
"7:19:22.2994580 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\Permissions","NAME NOT FOUND","Length: 140"
"7:19:22.2994682 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"7:19:22.2994949 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.ApplicationModel.Core.CoreApplication","SUCCESS",""
"7:19:22.3005085 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bc71577f-76e9-583a-ecd6-62d0250d900f","NAME NOT FOUND","Length: 528"
"7:19:22.3005994 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\072665fb-8953-5a85-931d-d06aeab3d109","NAME NOT FOUND","Length: 528"
"7:19:22.3007197 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\a9da4dcc-e78e-5ce7-4078-411a9928f082","NAME NOT FOUND","Length: 528"
"7:19:22.3009307 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Rpc\Extensions","SUCCESS","Desired Access: Read"
"7:19:22.3009469 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\Extensions\NdrOleExtDLL","SUCCESS","Type: REG_EXPAND_SZ, Length: 24, Data: combase.dll"
"7:19:22.3009573 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc\Extensions","SUCCESS",""
"7:19:22.3009899 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3010001 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Read"
"7:19:22.3010129 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\MaxRpcSize","NAME NOT FOUND","Length: 16"
"7:19:22.3010234 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"7:19:22.3010862 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","REPARSE","Desired Access: Read"
"7:19:22.3011043 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3011203 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","REPARSE","Desired Access: Read"
"7:19:22.3011438 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Services\CCG","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3011669 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","REPARSE","Desired Access: Read"
"7:19:22.3011752 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS","Desired Access: Read"
"7:19:22.3011862 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName\ComputerName","SUCCESS","Type: REG_SZ, Length: 32, Data: WIN-U2AIVKC2959"
"7:19:22.3011979 PM","notepad.exe","5656","RegCloseKey","HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName","SUCCESS",""
"7:19:22.3012064 PM","notepad.exe","5656","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"7:19:22.3012156 PM","notepad.exe","5656","RegQueryValue","HKLM\SYSTEM\Setup\OOBEInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.3012246 PM","notepad.exe","5656","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"7:19:22.3012321 PM","notepad.exe","5656","RegOpenKey","HKLM\System\Setup","SUCCESS","Desired Access: Read"
"7:19:22.3012398 PM","notepad.exe","5656","RegQueryValue","HKLM\SYSTEM\Setup\SystemSetupInProgress","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.3012485 PM","notepad.exe","5656","RegCloseKey","HKLM\SYSTEM\Setup","SUCCESS",""
"7:19:22.3012576 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\notepad.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"7:19:22.3012950 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3013086 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows NT\Rpc","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3013627 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3013717 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Rpc","SUCCESS","Desired Access: Query Value"
"7:19:22.3013816 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\IdleTimerWindow","NAME NOT FOUND","Length: 16"
"7:19:22.3013913 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc","SUCCESS",""
"7:19:22.3014378 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet","SUCCESS","Desired Access: Read"
"7:19:22.3014489 PM","notepad.exe","5656","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet","SUCCESS","Query: Basic, Name: Windows.Foundation.Collections.PropertySet"
"7:19:22.3014606 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\ActivationType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.3014695 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\Server","NAME NOT FOUND","Length: 144"
"7:19:22.3014817 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\DllPath","SUCCESS","Type: REG_SZ, Length: 66, Data: C:\Windows\System32\WinTypes.dll"
"7:19:22.3014905 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\Threading","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.3014981 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\TrustLevel","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.3015062 PM","notepad.exe","5656","RegQueryKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3015140 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\CustomAttributes","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3015248 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\RemoteServer","NAME NOT FOUND","Length: 144"
"7:19:22.3015333 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\ActivateAsUser","NAME NOT FOUND","Length: 16"
"7:19:22.3015411 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\ActivateInSharedBroker","NAME NOT FOUND","Length: 16"
"7:19:22.3015613 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\ActivateInBrokerForMediumILContainer","NAME NOT FOUND","Length: 16"
"7:19:22.3015690 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\Permissions","NAME NOT FOUND","Length: 140"
"7:19:22.3015764 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"7:19:22.3015882 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Foundation.Collections.PropertySet","SUCCESS",""
"7:19:22.3021552 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\4e7add1a-6945-435a-82b6-612688ba9f57","NAME NOT FOUND","Length: 528"
"7:19:22.3022987 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3023093 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\XAML","SUCCESS","Desired Access: Query Value"
"7:19:22.3023245 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\XAML\OneCoreTransformsEnabledByDefault","NAME NOT FOUND","Length: 16"
"7:19:22.3023368 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\XAML","SUCCESS",""
"7:19:22.3026605 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","SUCCESS","Desired Access: Read"
"7:19:22.3026768 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx\AllowDevelopmentWithoutDevLicense","NAME NOT FOUND","Length: 24"
"7:19:22.3026875 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","SUCCESS",""
"7:19:22.3026972 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock","SUCCESS","Desired Access: Read"
"7:19:22.3027114 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock\AllowDevelopmentWithoutDevLicense","NAME NOT FOUND","Length: 24"
"7:19:22.3027200 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock","SUCCESS",""
"7:19:22.3029214 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3029311 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\OLE\AppCompat","SUCCESS","Desired Access: Read"
"7:19:22.3029444 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AppCompat\RaiseActivationAuthenticationLevel","NAME NOT FOUND","Length: 16"
"7:19:22.3029575 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole\AppCompat","SUCCESS",""
"7:19:22.3029742 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"7:19:22.3029875 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3029975 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3030054 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3030137 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\AppID\notepad.exe","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3030248 PM","notepad.exe","5656","RegOpenKey","HKCR\AppID\notepad.exe","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3030455 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3030572 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3030656 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3030815 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\AppID\notepad.exe","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3030955 PM","notepad.exe","5656","RegOpenKey","HKCR\AppID\notepad.exe","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3031073 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3031146 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\OLE\AppCompat","SUCCESS","Desired Access: Read"
"7:19:22.3031269 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AppCompat\RaiseDefaultAuthnLevel","NAME NOT FOUND","Length: 16"
"7:19:22.3031362 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole\AppCompat","SUCCESS",""
"7:19:22.3031431 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3031502 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"7:19:22.3031589 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\DefaultAccessPermission","NAME NOT FOUND","Length: 144"
"7:19:22.3034995 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"7:19:22.3037739 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"7:19:22.3037897 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"7:19:22.3038065 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\AnonymousAppContainerImpersonationLevelCheck","NAME NOT FOUND","Length: 80"
"7:19:22.3038204 PM","notepad.exe","5656","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"7:19:22.3038313 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"7:19:22.3038410 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"7:19:22.3038498 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\EveryoneIncludesAnonymous","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.3038597 PM","notepad.exe","5656","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"7:19:22.3039911 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3040082 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3040159 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3040249 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\Interface\{00000134-0000-0000-C000-000000000046}","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3040363 PM","notepad.exe","5656","RegOpenKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}","SUCCESS","Desired Access: Read"
"7:19:22.3040497 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}","SUCCESS","Query: Name"
"7:19:22.3040592 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3040713 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3040824 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3040908 PM","notepad.exe","5656","RegOpenKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32","SUCCESS","Desired Access: Read"
"7:19:22.3041028 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32","SUCCESS","Query: Name"
"7:19:22.3041163 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3041257 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:19:22.3041359 PM","notepad.exe","5656","RegQueryValue","HKCR\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32\(Default)","SUCCESS","Type: REG_SZ, Length: 78, Data: {00000320-0000-0000-C000-000000000046}"
"7:19:22.3041491 PM","notepad.exe","5656","RegCloseKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32","SUCCESS",""
"7:19:22.3041587 PM","notepad.exe","5656","RegCloseKey","HKCR\Interface\{00000134-0000-0000-C000-000000000046}","SUCCESS",""
"7:19:22.3047554 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:19:22.3047678 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3047751 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3047838 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\Interface\{C50898F6-C536-5F47-8583-8B2C2438A13B}","NAME NOT FOUND","Desired Access: Read"
"7:19:22.3047949 PM","notepad.exe","5656","RegOpenKey","HKCR\Interface\{C50898F6-C536-5F47-8583-8B2C2438A13B}","SUCCESS","Desired Access: Read"
"7:19:22.3048183 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{c50898f6-c536-5f47-8583-8b2c2438a13b}","SUCCESS","Query: Name"
"7:19:22.3048285 PM","notepad.exe","5656","RegQueryKey","HKCR\Interface\{c50898f6-c536-5f47-8583-8b2c2438a13b}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.3048387 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Classes\Interface\{c50898f6-c536-5f47-8583-8b2c2438a13b}\ProxyStubClsid32","NAME NOT FOUND","Desired Access: Read"
